register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OP	ハネ	羽根		名詞-普通名詞-一般	和	1.5605	体	自然	身体	皮・毛髪・羽毛	48	10.389
OP	イギ	意義		名詞-普通名詞-一般	漢	1.3070	体	活動	心	意味・問題・趣旨など	48	10.389
OP	タンダイ	短大		名詞-普通名詞-一般	漢	1.2630	体	主体	社会	社寺・学校	48	10.389
OP	ショチョウ	所長		名詞-普通名詞-一般	漢	1.2430	体	主体	成員	長	48	10.389
OP	スル	為る		動詞-非自立可能	和	2.1310	用	関係	様相	風・観・姿	48	10.389
OP	ホコル	誇る		動詞-一般	和	2.3041	用	活動	心	自信・誇り・恥・反省	48	10.389
OP	コンビニエンス	コンビニエンス	convenience	名詞-普通名詞-一般	外	1.1346	体	関係	様相	難易・安危	48	10.389
OP	タイガイ	体外		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	48	10.389
OP	ユウ	有		接頭辞	漢	1.1200	体	関係	存在	存在	48	10.389
OP	ベイ	米		名詞-普通名詞-一般	漢	1.4320	体	生産物	食料	米・ぬか・小麦粉など	48	10.389
OP	ケ	ケ		記号-一般	記号	x.xxxx					48	10.389
OP	コース	コース	course	名詞-普通名詞-一般	外	1.4710	体	生産物	土地利用	道路・橋	48	10.389
OP	イルイ	衣類		名詞-普通名詞-一般	漢	1.4210	体	生産物	衣料	衣服	48	10.389
OP	ブンケン	分権		名詞-普通名詞-一般	漢	1.3401	体	活動	行為	権利	48	10.389
OP	シユウ	市有		名詞-普通名詞-一般	漢	x.xxxx					48	10.389
OP	オドロク	驚く		動詞-一般	和	2.3002	用	活動	心	感動・興奮	48	10.389
OP	フ	婦		接尾辞-名詞的-一般	漢	1.2000	体	主体	人間	人間	48	10.389
OP	キチョウ	基調		名詞-普通名詞-一般	漢	1.1302	体	関係	様相	趣・調子	48	10.389
OP	ヘイカン	閉館		名詞-普通名詞-サ変可能	漢	x.xxxx					48	10.389
OP	ソクリョウ	測量		名詞-普通名詞-サ変可能	漢	x.xxxx					48	10.389
OP	エイネン	永年		名詞-普通名詞-副詞可能	漢	x.xxxx					48	10.389
OP	キョウゲン	狂言		名詞-普通名詞-一般	漢	1.3240	体	活動	芸術	演劇・映画	48	10.389
OP	ソロウ	揃う		動詞-一般	和	2.1551	用	関係	作用	統一・組み合わせ	48	10.389
OP	ヤク	役		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	48	10.389
OP	ココ	個々		名詞-普通名詞-一般	漢	1.1940	体	関係	量	一般・全体・部分	48	10.389
OP	カタ	方		名詞-普通名詞-助数詞可能	和	1.1730	体	関係	空間	方向・方角	48	10.389
OP	アサヒ	アサヒ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	48	10.389
OP	カテイ	過程		名詞-普通名詞-一般	漢	1.1520	体	関係	作用	進行・過程・経由	48	10.389
OP	センバツ	選抜		名詞-普通名詞-サ変可能	漢	1.3063	体	活動	心	比較・参考・区別・選択	48	10.389
OP	ヨウキュウ	要求		名詞-普通名詞-サ変可能	漢	1.3660	体	活動	待遇	請求・依頼	47	10.173
OP	カネン	可燃		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	ショ	所		接尾辞-名詞的-一般	漢	1.2720	体	主体	機関	公共機関	47	10.173
OP	カサク	佳作		名詞-普通名詞-一般	漢	1.3200	体	活動	芸術	創作・著述	47	10.173
OP	ホシュウ	補修		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	47	10.173
OP	ヨテイ	予定		名詞-普通名詞-サ変可能	漢	1.3067	体	活動	心	決心・解決・決定・迷い	47	10.173
OP	カンゼン	完全		形状詞-一般	漢	3.1921	相	関係	量	限度	47	10.173
OP	ダイチ	大地		名詞-普通名詞-一般	漢	1.5230	体	自然	天地	地	47	10.173
OP	オクレ	遅れ		名詞-普通名詞-一般	和	1.1660	体	関係	時間	新旧・遅速	47	10.173
OP	タチアゲル	立ち上げる		動詞-一般	和	2.1220	用	関係	存在	成立	47	10.173
OP	キュウショク	求職		名詞-普通名詞-サ変可能	漢	x.xxxx					47	10.173
OP	コシ	故紙		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	シンボク	親睦		名詞-普通名詞-サ変可能	漢	1.3500	体	活動	交わり	交わり	47	10.173
OP	キンリ	金利		名詞-普通名詞-一般	漢	1.3740	体	活動	経済	給与・料金・利子	47	10.173
OP	トクセン	特選		名詞-普通名詞-サ変可能	漢	1.3063	体	活動	心	比較・参考・区別・選択	47	10.173
OP	タシカメル	確かめる		動詞-一般	和	2.3062	用	活動	心	注意・認知・了解	47	10.173
OP	トミン	都民		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	マイ	舞		名詞-普通名詞-一般	和	x.xxxx					47	10.173
OP	オヨボス	及ぼす		動詞-一般	和	2.1521	用	関係	作用	移動・発着	47	10.173
OP	ヒョウゴ	標語		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	カラダ	体		名詞-普通名詞-一般	和	1.1040	体	関係	事柄	本体・代理	47	10.173
OP	ゼイコミ	税込み		名詞-普通名詞-一般	混	x.xxxx					47	10.173
OP	ショ	所		接尾辞-名詞的-一般	漢	1.4410	体	生産物	住居	家屋・建物	47	10.173
OP	ヤセイ	野生		名詞-普通名詞-サ変可能	漢	1.5701	体	自然	生命	生	47	10.173
OP	ショジ	所持		名詞-普通名詞-サ変可能	漢	1.3701	体	活動	経済	所有	47	10.173
OP	ダイトウ	ダイトウ		名詞-固有名詞-地名-一般	固	x.xxxx					47	10.173
OP	キョウチョウ	強調		名詞-普通名詞-サ変可能	漢	1.3103	体	活動	言語	表現	47	10.173
OP	カイジ	開示		名詞-普通名詞-サ変可能	漢	1.3092	体	活動	心	見せる	47	10.173
OP	シュホウ	手法		名詞-普通名詞-一般	漢	1.3081	体	活動	心	方法	47	10.173
OP	サキ	崎		名詞-普通名詞-一般	和	x.xxxx					47	10.173
OP	チョット	一寸		副詞	和	3.1910	相	関係	量	多少	47	10.173
OP	イゴ	以後		名詞-普通名詞-副詞可能	漢	1.1670	体	関係	時間	時間的前後	47	10.173
OP	ヨウチ	用地		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	ケヤキ	欅		名詞-普通名詞-一般	和	1.5401	体	自然	植物	木本	47	10.173
OP	カメイ	加盟		名詞-普通名詞-サ変可能	漢	1.3540	体	活動	交わり	協力・参加	47	10.173
OP	モール	モール	mall	名詞-普通名詞-一般	外	x.xxxx					47	10.173
OP	キンキュウ	緊急		名詞-普通名詞-形状詞可能	漢	1.1346	体	関係	様相	難易・安危	47	10.173
OP	イオン	イオン	Ion	名詞-普通名詞-一般	外	1.5100	体	自然	物質	物体・物質	47	10.173
OP	ワカクサ	若草		名詞-普通名詞-一般	和	x.xxxx					47	10.173
OP	マツ	待つ		動詞-一般	和	2.3042	用	活動	心	欲望・期待・失望	47	10.173
OP	メグマレル	恵まれる		動詞-一般	和	2.3310	用	活動	生活	人生・禍福	47	10.173
OP	ハーブ	ハーブ	herb	名詞-普通名詞-一般	外	1.5400	体	自然	植物	植物	47	10.173
OP	ウワマワル	上回る		動詞-一般	和	2.1584	用	関係	作用	限定・優劣	47	10.173
OP	ユウグ	遊具		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	ハート	ハート	heart	名詞-普通名詞-一般	外	1.3000	体	活動	心	心	47	10.173
OP	ジュ	樹		接尾辞-名詞的-一般	漢	1.5400	体	自然	植物	植物	47	10.173
OP	ウメ	梅		名詞-普通名詞-一般	和	1.5401	体	自然	植物	木本	47	10.173
OP	サラダ	サラダ	salad	名詞-普通名詞-一般	外	1.4310	体	生産物	食料	料理	47	10.173
OP	ジュンエン	順延		名詞-普通名詞-サ変可能	漢	x.xxxx					47	10.173
OP	フォーク	フォーク	fork	名詞-普通名詞-一般	外	1.4520	体	生産物	道具	食器・調理器具	47	10.173
OP	バッソク	罰則		名詞-普通名詞-一般	漢	1.3080	体	活動	心	原理・規則	47	10.173
OP	フクゲン	復元		名詞-普通名詞-サ変可能	漢	x.xxxx					47	10.173
OP	ダンワ	談話		名詞-普通名詞-サ変可能	漢	1.3131	体	活動	言語	話・談話	47	10.173
OP	オキ	沖		名詞-普通名詞-一般	和	1.5260	体	自然	天地	海・島	47	10.173
OP	アルコール	アルコール	alcohol	名詞-普通名詞-一般	外	1.4360	体	生産物	食料	薬剤・薬品	47	10.173
OP	サンヤソウ	山野草		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	モンゼン	門前		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	マイスウ	枚数		名詞-普通名詞-一般	漢	1.1902	体	関係	量	数	47	10.173
OP	アタリ	辺り		名詞-普通名詞-副詞可能	和	1.1780	体	関係	空間	ふち・そば・まわり・沿い	47	10.173
OP	トウ	塔		名詞-普通名詞-一般	漢	1.4410	体	生産物	住居	家屋・建物	47	10.173
OP	プラス	プラス	plus	名詞-普通名詞-サ変可能	外	1.1580	体	関係	作用	増減・補充	47	10.173
OP	ノボル	上る		動詞-一般	和	2.1540	用	関係	作用	上がり・下がり	47	10.173
OP	サ	さ		助詞-終助詞	和						47	10.173
OP	ケンガイ	県外		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	47	10.173
OP	タノシム	楽しむ		動詞-一般	和	2.3370	用	活動	生活	遊楽	47	10.173
OP	ムキュウ	無休		名詞-普通名詞-一般	漢	1.3320	体	活動	生活	労働・作業・休暇	47	10.173
OP	チュウコウセイ	中高生		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	トウガイ	当該		名詞-普通名詞-一般	漢	x.xxxx					47	10.173
OP	タップリ	たっぷり		副詞	和	3.1910	相	関係	量	多少	46	9.956
OP	フカマル	深まる		動詞-一般	和	2.1583	用	関係	作用	進歩・衰退	46	9.956
OP	ショウ	章		名詞-普通名詞-一般	漢	1.3154	体	活動	言語	文章	46	9.956
OP	サテ	扠		接続詞	和	4.1170	他		接続	転換	46	9.956
OP	カメイド	カメイド		名詞-固有名詞-地名-一般	固	x.xxxx					46	9.956
OP	シ	史		接尾辞-名詞的-一般	漢	1.3160	体	活動	言語	文献・図書	46	9.956
OP	ネツイ	熱意		名詞-普通名詞-一般	漢	x.xxxx					46	9.956
OP	ウツビョウ	鬱病		名詞-普通名詞-一般	漢	x.xxxx					46	9.956
OP	デイリ	出入り		名詞-普通名詞-サ変可能	和	1.1530	体	関係	作用	出入り	46	9.956
OP	デンパ	電波		名詞-普通名詞-一般	漢	1.5001	体	自然	自然	エネルギー	46	9.956
OP	トウ	等		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	46	9.956
OP	マデ	まで		助詞-副助詞	和	3.1920	相	関係	量	程度	46	9.956
OP	ヅレ	連れ		接尾辞-名詞的-一般	和	1.1525	体	関係	作用	連れ・導き・追い・逃げなど	46	9.956
OP	ジサク	自作		名詞-普通名詞-サ変可能	漢	1.3200	体	活動	芸術	創作・著述	46	9.956
OP	キタザワ	キタザワ		名詞-固有名詞-地名-一般	固	1.2390	体	主体	人物	固有人名	46	9.956
OP	キノ	キノ		名詞-固有名詞-人名-姓	固	x.xxxx					46	9.956
OP	ナン	何		名詞-数詞	和	3.1010	相	関係	真偽	こそあど・他	46	9.956
OP	ショウジョウ	賞状		名詞-普通名詞-一般	漢	1.3155	体	活動	言語	文書	46	9.956
OP	ムロラン	ムロラン		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	46	9.956
OP	ボックス	ボックス	box	名詞-普通名詞-一般	外	1.4513	体	生産物	道具	箱など	46	9.956
OP	ハシラ	柱		名詞-普通名詞-一般	和	1.4440	体	生産物	住居	屋根・柱・壁・窓・天井など	46	9.956
OP	チョウゼイ	町税		名詞-普通名詞-一般	漢	x.xxxx					46	9.956
OP	ジビ	耳鼻		名詞-普通名詞-一般	漢	x.xxxx					46	9.956
OP	タナバタ	七夕		名詞-普通名詞-一般	和	x.xxxx					46	9.956
OP	コウリ	小売り		名詞-普通名詞-サ変可能	和	1.3761	体	活動	経済	売買	46	9.956
OP	シャイン	社員		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	46	9.956
OP	キン	巾		接尾辞-名詞的-一般	漢	x.xxxx					46	9.956
OP	キ	基		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	46	9.956
OP	センジン	先人		名詞-普通名詞-一般	漢	1.2120	体	主体	家族	親・先祖	46	9.956
OP	セン	泉		接尾辞-名詞的-一般	漢	x.xxxx					46	9.956
OP	コンゼツ	根絶		名詞-普通名詞-サ変可能	漢	x.xxxx					46	9.956
OP	ブヒン	部品		名詞-普通名詞-一般	漢	1.4000	体	生産物	物品	物品	46	9.956
OP	カイイヌ	飼い犬		名詞-普通名詞-一般	和	1.5501	体	自然	動物	哺乳類	46	9.956
OP	アカギ	アカギ		名詞-固有名詞-地名-一般	固	x.xxxx					46	9.956
OP	ペース	ペース	pace	名詞-普通名詞-一般	外	1.1913	体	関係	量	速度	46	9.956
OP	テンジョウ	天井		名詞-普通名詞-一般	漢	1.4440	体	生産物	住居	屋根・柱・壁・窓・天井など	46	9.956
OP	ムスブ	結ぶ		動詞-一般	和	2.1551	用	関係	作用	統一・組み合わせ	46	9.956
OP	メグミ	恵み		名詞-普通名詞-一般	和	x.xxxx					46	9.956
OP	テンキ	天気		名詞-普通名詞-一般	漢	1.5154	体	自然	物質	天気	46	9.956
OP	オオミヤ	オオミヤ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	46	9.956
OP	コツボ	コツボ		名詞-固有名詞-人名-姓	固	x.xxxx					46	9.956
OP	マンサイ	満載		名詞-普通名詞-サ変可能	漢	1.1541	体	関係	作用	乗り降り・浮き沈み	46	9.956
OP	ドウヨウ	童謡		名詞-普通名詞-一般	漢	1.3230	体	活動	芸術	音楽	46	9.956
OP	アスワ	アスワ		名詞-固有名詞-地名-一般	固	x.xxxx					46	9.956
OP	スローガン	スローガン	slogan	名詞-普通名詞-一般	外	1.3103	体	活動	言語	表現	46	9.956
OP	ウケツグ	受け継ぐ		動詞-一般	和	2.1504	用	関係	作用	連続・反復	46	9.956
OP	アマリ	余り		名詞-普通名詞-副詞可能	和	1.1931	体	関係	量	過不足	46	9.956
OP	スカイ	スカイ	sky	名詞-普通名詞-一般	外	1.5200	体	自然	天地	宇宙・空	46	9.956
OP	スミ	済み		名詞-普通名詞-一般	和	1.1503	体	関係	作用	終了・中止・停止	46	9.956
OP	ビン	瓶		名詞-普通名詞-一般	漢	1.4511	体	生産物	道具	瓶・筒・つぼ・膳など	46	9.956
OP	ボート	ボート	boat	名詞-普通名詞-一般	外	1.4660	体	生産物	機械	乗り物（海上）	46	9.956
OP	コンダテ	献立		名詞-普通名詞-一般	混	x.xxxx					46	9.956
OP	キッサ	喫茶		名詞-普通名詞-一般	漢	1.3331	体	活動	生活	食生活	46	9.956
OP	オンキュウ	恩給		名詞-普通名詞-一般	漢	x.xxxx					46	9.956
OP	カクウ	架空		名詞-普通名詞-形状詞可能	漢	1.1113	体	関係	類	理由・目的・証拠	46	9.956
OP	ジョウセン	乗船		名詞-普通名詞-サ変可能	漢	1.1541	体	関係	作用	乗り降り・浮き沈み	46	9.956
OP	ナン	南		名詞-普通名詞-一般	漢	1.1730	体	関係	空間	方向・方角	46	9.956
